Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Frequently,30-40,Ex-Employees,Human Resources,Medical,89785,Female,Research Scientist,Single,No,3,50,No,666,28,Master's Degree,2,116,2,3,3,13080,23052,2,29,5,1,80,2,11,3,40,14,2,3
Yes,Travel_Frequently,30-40,Current Employees,Human Resources,Other,73996,Male,Sales Executive,Married,Yes,4,58,No,274,35,Master's Degree,1,80,3,4,5,13495,10275,6,15,4,5,80,0,16,5,21,18,12,20
No,Non-Travel,40-50,Ex-Employees,Human Resources,Technical Degree,97937,Male,Laboratory Technician,Single,Yes,1,39,No,193,17,Bachelor's Degree,5,114,1,3,1,14508,20065,10,36,3,4,80,0,31,5,8,1,9,15
No,Travel_Frequently,40-50,Ex-Employees,Research & Development,Life Sciences,27134,Male,Manager,Divorced,No,4,23,Yes,296,21,Master's Degree,3,53,3,3,2,3444,12021,4,40,5,3,80,3,17,1,8,0,13,14
No,Travel_Rarely,30-40,Ex-Employees,Human Resources,Medical,75664,Female,Laboratory Technician,Married,No,4,39,No,181,50,Associates Degree,1,90,3,4,1,16001,25183,0,30,4,1,80,0,8,3,8,10,7,3
No,Travel_Frequently,<20,Current Employees,Human Resources,Medical,83619,Female,Sales Representative,Married,No,3,25,No,1031,21,Doctoral Degree,4,111,4,1,3,18082,24846,5,11,5,2,80,1,3,4,15,9,11,4
No,Non-Travel,40-50,Ex-Employees,Human Resources,Other,71036,Female,Sales Representative,Divorced,No,3,36,Yes,343,42,Master's Degree,3,70,4,2,4,15599,27727,10,31,4,1,80,2,26,4,19,7,6,14
Yes,Travel_Rarely,<20,Current Employees,Research & Development,Other,87035,Male,Sales Representative,Married,Yes,0,59,No,1145,36,Master's Degree,2,104,1,1,5,13881,24534,1,22,1,3,80,2,32,2,24,12,7,4
No,Non-Travel,40-50,Current Employees,Research & Development,Life Sciences,8287,Male,Manager,Single,No,5,53,Yes,129,3,Bachelor's Degree,5,38,1,4,4,3721,16936,6,39,5,1,80,3,3,4,7,20,11,15
Yes,Travel_Frequently,50+,Current Employees,Sales,Medical,81766,Male,Sales Representative,Single,Yes,4,50,Yes,1378,20,Master's Degree,3,110,3,2,1,19438,25563,7,40,4,5,80,0,20,1,28,13,8,5
Yes,Travel_Frequently,<20,Current Employees,Human Resources,Other,65707,Male,Manager,Married,Yes,0,18,No,1215,9,Master's Degree,2,42,1,1,4,18530,29860,10,22,4,1,80,3,27,2,21,13,8,15
Yes,Non-Travel,50+,Current Employees,Human Resources,Life Sciences,93604,Male,Human Resources,Divorced,Yes,5,48,Yes,888,19,Master's Degree,2,69,1,1,4,5588,18729,10,12,4,4,80,3,2,3,18,11,6,8
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Life Sciences,51554,Female,Healthcare Representative,Married,No,6,46,No,1367,24,Master's Degree,2,44,5,5,1,17893,22174,8,15,2,4,80,2,36,1,6,11,3,20
Yes,Non-Travel,20-30,Current Employees,Human Resources,Other,50483,Male,Sales Representative,Married,No,0,49,Yes,267,9,Associates Degree,2,59,2,1,2,9321,20434,9,13,2,3,80,1,6,3,22,16,0,0
Yes,Travel_Frequently,50+,Ex-Employees,Human Resources,Other,6026,Female,Sales Representative,Single,Yes,6,28,Yes,1261,25,Bachelor's Degree,4,89,5,2,1,13511,28250,7,30,4,5,80,1,2,4,31,19,11,19
Yes,Travel_Rarely,50+,Ex-Employees,Human Resources,Medical,32756,Female,Laboratory Technician,Divorced,No,1,60,Yes,1428,47,Associates Degree,3,87,3,2,5,10528,18879,8,40,4,3,80,2,17,5,10,19,3,1
No,Non-Travel,30-40,Current Employees,Human Resources,Medical,32876,Female,Manager,Single,Yes,3,43,Yes,1007,1,Associates Degree,4,105,1,5,4,13314,11488,9,12,1,3,80,1,36,3,12,11,10,16
Yes,Non-Travel,50+,Ex-Employees,Human Resources,Medical,93775,Female,Laboratory Technician,Married,Yes,5,57,Yes,446,16,Bachelor's Degree,3,31,5,3,1,19783,21448,6,17,2,5,80,1,31,1,17,13,4,19
No,Non-Travel,50+,Ex-Employees,Human Resources,Marketing,17421,Female,Manager,Divorced,Yes,5,36,Yes,319,40,Master's Degree,2,45,3,1,5,17246,24440,8,17,1,1,80,1,19,3,26,12,13,0
No,Non-Travel,20-30,Ex-Employees,Research & Development,Marketing,34069,Male,Manager,Married,No,5,44,Yes,1273,4,Master's Degree,3,119,4,1,5,19836,24554,10,31,5,4,80,3,0,5,0,15,4,4
No,Non-Travel,30-40,Ex-Employees,Human Resources,Marketing,86764,Male,Research Scientist,Single,No,1,46,Yes,1243,25,Doctoral Degree,3,89,5,1,1,15089,23487,4,29,3,5,80,2,15,3,25,11,9,1
No,Travel_Rarely,<20,Current Employees,Sales,Marketing,66363,Male,Manager,Single,Yes,4,58,No,675,44,Doctoral Degree,1,92,4,4,3,4397,10817,4,16,4,4,80,3,27,2,22,3,13,12
No,Travel_Frequently,20-30,Ex-Employees,Sales,Technical Degree,21821,Female,Healthcare Representative,Married,Yes,0,44,No,333,50,Doctoral Degree,3,35,2,4,2,2877,19945,3,30,3,2,80,1,3,4,35,12,14,13
Yes,Non-Travel,40-50,Current Employees,Sales,Medical,52691,Male,Research Scientist,Divorced,No,1,34,No,186,3,Bachelor's Degree,1,42,5,5,5,8748,17877,7,31,4,1,80,2,23,4,39,17,6,6
Yes,Travel_Frequently,40-50,Current Employees,Human Resources,Other,1150,Female,Research Scientist,Married,No,0,24,Yes,215,31,Master's Degree,1,105,2,3,2,19336,26397,6,21,1,4,80,1,0,2,38,9,9,13
Yes,Travel_Rarely,40-50,Current Employees,Research & Development,Life Sciences,61027,Female,Laboratory Technician,Married,No,0,41,Yes,919,1,Associates Degree,5,97,5,2,3,4301,12305,7,27,1,4,80,1,1,3,25,18,15,16
Yes,Travel_Frequently,50+,Current Employees,Research & Development,Marketing,31974,Female,Laboratory Technician,Single,No,6,24,Yes,458,32,Associates Degree,4,58,1,4,1,1485,23409,2,12,5,4,80,0,26,2,39,4,7,0
Yes,Non-Travel,20-30,Ex-Employees,Sales,Life Sciences,43654,Female,Manager,Divorced,No,1,31,No,1131,15,Doctoral Degree,2,53,3,2,5,2528,19191,1,10,2,3,80,1,30,4,35,3,9,12
No,Non-Travel,30-40,Ex-Employees,Human Resources,Marketing,79634,Male,Manager,Single,Yes,6,38,Yes,834,21,Bachelor's Degree,2,33,3,3,2,7428,10259,8,32,4,3,80,2,32,3,1,8,5,15
Yes,Travel_Rarely,20-30,Ex-Employees,Sales,Technical Degree,95311,Female,Manager,Divorced,Yes,5,33,No,557,26,Bachelor's Degree,5,90,3,2,2,16508,18170,3,31,3,1,80,3,11,5,15,15,10,14
No,Travel_Frequently,50+,Ex-Employees,Sales,Other,48716,Female,Research Scientist,Divorced,No,1,46,No,927,46,Doctoral Degree,5,59,5,3,3,12518,29966,6,16,1,4,80,3,24,3,0,1,15,8
Yes,Travel_Rarely,40-50,Current Employees,Sales,Other,80092,Female,Sales Executive,Married,Yes,6,55,No,1396,2,Master's Degree,1,52,1,2,4,8403,27727,5,40,5,5,80,2,35,3,9,1,12,13
Yes,Travel_Rarely,50+,Ex-Employees,Sales,Medical,57955,Female,Laboratory Technician,Married,No,1,24,Yes,398,19,Master's Degree,2,78,4,3,2,13095,14215,6,26,3,2,80,0,35,5,12,20,8,14
No,Travel_Frequently,30-40,Ex-Employees,Sales,Life Sciences,96908,Male,Research Scientist,Divorced,Yes,0,52,No,744,32,Associates Degree,4,97,1,5,5,13391,15510,7,15,1,1,80,3,9,2,3,13,14,0
Yes,Non-Travel,20-30,Ex-Employees,Human Resources,Marketing,67318,Male,Manager,Single,No,4,39,No,743,31,Master's Degree,4,91,3,2,3,12951,10621,8,10,1,2,80,1,11,5,11,16,2,16
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Other,28155,Female,Sales Representative,Married,Yes,2,54,Yes,878,14,Master's Degree,5,54,5,4,2,4175,24752,6,36,3,2,80,0,2,5,5,3,1,11
No,Travel_Frequently,<20,Ex-Employees,Sales,Technical Degree,42038,Male,Healthcare Representative,Divorced,Yes,0,29,Yes,904,14,Doctoral Degree,1,50,4,2,4,5585,28287,6,38,1,4,80,0,15,1,30,20,2,9
Yes,Travel_Frequently,<20,Current Employees,Research & Development,Technical Degree,96712,Male,Sales Representative,Married,No,2,27,No,867,6,Doctoral Degree,2,115,5,4,5,3026,28524,10,12,1,2,80,2,28,2,18,14,9,18
Yes,Non-Travel,<20,Current Employees,Sales,Life Sciences,53180,Male,Healthcare Representative,Divorced,No,5,57,Yes,768,44,Associates Degree,4,58,5,2,3,3693,10789,1,10,2,1,80,1,3,3,39,20,1,16
Yes,Travel_Rarely,30-40,Ex-Employees,Research & Development,Life Sciences,66915,Male,Manager,Married,No,0,40,No,606,49,Bachelor's Degree,2,87,4,5,1,10558,27108,9,27,2,5,80,1,9,5,9,19,4,3
Yes,Travel_Frequently,40-50,Ex-Employees,Research & Development,Marketing,46046,Male,Research Scientist,Divorced,No,6,32,No,1218,14,Associates Degree,5,118,3,1,2,19378,24513,3,29,4,2,80,1,17,5,0,8,14,14
Yes,Travel_Frequently,20-30,Ex-Employees,Research & Development,Technical Degree,10846,Female,Manager,Divorced,Yes,0,39,No,791,28,Associates Degree,5,82,5,5,4,2932,21143,3,10,3,4,80,0,19,4,10,6,6,14
No,Non-Travel,40-50,Current Employees,Sales,Medical,70968,Female,Manager,Single,Yes,2,60,No,171,48,Master's Degree,2,34,5,3,1,14227,19960,4,28,5,3,80,3,31,3,38,14,7,2
Yes,Travel_Frequently,<20,Current Employees,Human Resources,Technical Degree,20142,Male,Laboratory Technician,Divorced,No,3,52,No,373,16,Associates Degree,1,47,5,4,1,12272,28848,7,38,5,3,80,2,6,1,37,12,12,8
No,Travel_Rarely,<20,Ex-Employees,Research & Development,Other,23895,Male,Human Resources,Married,Yes,3,52,No,294,17,Master's Degree,5,75,4,1,4,10023,24910,4,10,1,5,80,3,33,3,8,1,14,3
Yes,Travel_Frequently,40-50,Current Employees,Human Resources,Life Sciences,80738,Male,Sales Representative,Divorced,No,0,22,Yes,1299,15,Associates Degree,5,53,1,5,1,5582,10561,2,36,4,5,80,2,9,4,7,18,1,9
No,Travel_Rarely,40-50,Current Employees,Sales,Technical Degree,82598,Male,Healthcare Representative,Single,Yes,3,57,No,1111,46,Doctoral Degree,2,100,2,2,2,10640,16841,4,37,2,5,80,3,31,3,17,5,9,5
Yes,Non-Travel,40-50,Current Employees,Human Resources,Other,16665,Male,Sales Executive,Divorced,Yes,2,33,No,1240,29,Bachelor's Degree,3,68,4,3,5,4809,11290,9,14,5,4,80,3,21,1,40,13,9,1
No,Travel_Frequently,<20,Ex-Employees,Research & Development,Life Sciences,99120,Female,Sales Representative,Single,No,0,19,Yes,1104,28,Master's Degree,4,65,4,5,1,2399,23448,7,33,1,2,80,2,7,3,11,10,12,19
No,Travel_Rarely,<20,Current Employees,Research & Development,Medical,19855,Male,Sales Representative,Divorced,Yes,6,39,Yes,470,29,Doctoral Degree,2,83,4,5,4,13269,21464,1,15,5,1,80,3,17,1,5,7,0,2
No,Travel_Frequently,<20,Current Employees,Human Resources,Life Sciences,8856,Male,Sales Representative,Single,Yes,3,35,No,1457,38,Master's Degree,5,86,5,5,3,11995,21890,2,27,3,5,80,2,16,3,18,13,2,10
Yes,Travel_Rarely,<20,Ex-Employees,Sales,Life Sciences,31100,Female,Human Resources,Single,Yes,3,47,No,1316,32,Bachelor's Degree,3,117,3,4,4,16114,13925,3,34,3,4,80,0,35,3,33,20,8,15
Yes,Travel_Rarely,50+,Ex-Employees,Research & Development,Life Sciences,80666,Female,Human Resources,Divorced,Yes,1,34,Yes,1389,29,Doctoral Degree,2,63,5,4,3,4454,28288,9,28,5,2,80,2,23,4,33,15,7,6
No,Travel_Rarely,50+,Current Employees,Research & Development,Other,55786,Male,Sales Representative,Divorced,Yes,4,18,Yes,735,5,Master's Degree,5,79,4,5,2,4575,20684,10,14,5,3,80,0,9,1,24,6,11,8
No,Travel_Rarely,50+,Ex-Employees,Research & Development,Medical,2319,Female,Sales Executive,Divorced,Yes,2,43,No,514,48,Associates Degree,2,103,1,1,5,11055,23561,4,17,1,5,80,2,24,2,8,1,5,0
Yes,Travel_Rarely,40-50,Current Employees,Human Resources,Marketing,9207,Female,Manager,Married,No,4,35,No,137,36,Doctoral Degree,2,95,1,4,1,2252,27181,1,18,2,5,80,2,23,1,0,7,9,18
No,Non-Travel,50+,Current Employees,Sales,Life Sciences,58317,Male,Sales Executive,Single,No,5,29,No,1179,25,Master's Degree,3,42,4,2,4,2406,18634,5,24,3,4,80,2,2,1,4,20,8,0
No,Travel_Frequently,40-50,Current Employees,Sales,Medical,29764,Male,Research Scientist,Divorced,No,2,35,Yes,430,30,Associates Degree,3,39,1,2,4,5053,27185,7,24,3,1,80,3,33,4,8,15,0,1
Yes,Travel_Frequently,<20,Ex-Employees,Sales,Marketing,44327,Male,Sales Executive,Single,No,4,50,No,1406,34,Master's Degree,1,37,3,5,5,3227,27242,10,26,5,2,80,3,4,4,2,7,6,11
Yes,Travel_Rarely,40-50,Ex-Employees,Sales,Other,85768,Male,Manager,Single,No,5,54,Yes,614,13,Doctoral Degree,4,70,3,1,2,18292,26987,6,30,3,5,80,2,3,2,15,1,11,4
No,Non-Travel,40-50,Current Employees,Human Resources,Other,45,Female,Manager,Single,Yes,3,39,No,531,45,Doctoral Degree,1,59,4,3,4,9154,28047,10,26,5,5,80,3,24,4,21,8,11,15
No,Travel_Frequently,50+,Current Employees,Human Resources,Other,93105,Female,Manager,Married,No,3,56,No,1363,47,Doctoral Degree,2,54,4,3,1,16342,16022,8,21,2,5,80,3,8,3,31,12,13,3
Yes,Travel_Frequently,20-30,Ex-Employees,Sales,Life Sciences,85903,Male,Research Scientist,Married,Yes,5,60,No,389,45,Doctoral Degree,1,45,4,5,5,3003,20755,5,21,3,3,80,3,21,1,23,14,3,12
Yes,Non-Travel,50+,Ex-Employees,Research & Development,Life Sciences,81389,Female,Healthcare Representative,Divorced,Yes,1,40,Yes,738,42,Doctoral Degree,4,39,3,5,2,14682,10204,1,12,4,1,80,2,35,3,8,12,12,0
No,Travel_Frequently,<20,Current Employees,Human Resources,Medical,80711,Male,Healthcare Representative,Married,No,3,30,Yes,126,21,Associates Degree,5,44,2,4,3,7662,10068,4,20,4,1,80,3,26,2,37,7,5,12
Yes,Travel_Frequently,<20,Current Employees,Sales,Life Sciences,54536,Female,Sales Executive,Divorced,No,6,44,No,1080,14,Bachelor's Degree,4,57,3,3,1,5043,14237,9,37,2,2,80,1,8,2,9,6,5,9
No,Non-Travel,30-40,Current Employees,Human Resources,Technical Degree,17540,Male,Human Resources,Married,No,3,40,No,968,7,Master's Degree,2,108,1,2,5,9534,15151,10,14,2,2,80,2,11,3,5,9,5,1
No,Travel_Frequently,30-40,Ex-Employees,Sales,Marketing,98291,Female,Human Resources,Divorced,Yes,2,36,No,849,20,Bachelor's Degree,5,85,1,4,5,2004,14358,4,17,4,2,80,3,29,1,31,12,2,11
No,Travel_Frequently,50+,Ex-Employees,Human Resources,Life Sciences,19630,Male,Sales Representative,Married,No,6,25,Yes,1205,17,Bachelor's Degree,4,63,1,2,5,14356,27041,8,33,2,2,80,0,30,1,24,16,1,0
No,Travel_Frequently,50+,Ex-Employees,Sales,Medical,68592,Male,Human Resources,Single,No,3,60,Yes,484,26,Bachelor's Degree,5,53,2,1,2,1699,29065,0,30,2,2,80,1,0,4,22,1,0,3
No,Non-Travel,<20,Ex-Employees,Human Resources,Medical,97468,Female,Research Scientist,Married,Yes,2,54,Yes,856,36,Master's Degree,1,98,4,5,2,10699,28642,5,11,5,4,80,0,14,5,19,2,1,6
No,Travel_Frequently,20-30,Current Employees,Sales,Medical,1651,Female,Sales Executive,Divorced,No,6,58,Yes,154,39,Associates Degree,3,116,4,3,1,6504,19302,2,16,1,2,80,0,38,3,40,6,0,12
No,Non-Travel,50+,Current Employees,Research & Development,Life Sciences,98806,Female,Sales Executive,Single,Yes,5,57,No,1212,40,Doctoral Degree,1,62,3,4,4,1133,29013,0,39,2,1,80,3,18,4,33,20,15,3
No,Travel_Frequently,50+,Ex-Employees,Sales,Marketing,80093,Male,Laboratory Technician,Single,No,6,31,Yes,1310,34,Associates Degree,3,110,2,2,5,18598,12294,3,27,1,1,80,1,22,5,13,3,14,17
No,Travel_Rarely,50+,Current Employees,Human Resources,Other,24732,Male,Manager,Married,No,4,37,Yes,432,16,Doctoral Degree,4,69,3,5,2,4803,23651,8,30,5,5,80,0,3,4,7,2,11,16
Yes,Travel_Rarely,<20,Current Employees,Sales,Other,37780,Female,Healthcare Representative,Married,Yes,4,50,No,1214,13,Doctoral Degree,4,87,4,3,4,10654,18516,8,22,5,1,80,2,18,4,29,5,9,6
No,Travel_Frequently,30-40,Ex-Employees,Research & Development,Life Sciences,93823,Female,Laboratory Technician,Single,Yes,1,30,Yes,489,16,Master's Degree,1,74,1,5,3,13410,29128,2,15,2,2,80,0,17,2,32,5,3,9
No,Travel_Rarely,<20,Current Employees,Research & Development,Life Sciences,71550,Female,Human Resources,Divorced,Yes,0,26,No,711,46,Doctoral Degree,3,76,5,1,4,16214,20452,7,15,4,4,80,1,36,2,4,6,6,19
Yes,Travel_Frequently,50+,Current Employees,Sales,Medical,33100,Male,Research Scientist,Married,Yes,1,19,No,407,41,Bachelor's Degree,3,108,5,5,2,19763,20529,1,33,5,5,80,2,37,4,14,13,0,18
No,Travel_Frequently,20-30,Current Employees,Sales,Other,20162,Male,Manager,Single,No,6,50,Yes,727,36,Bachelor's Degree,1,71,3,3,5,1413,27700,3,40,4,1,80,2,35,5,12,11,2,11
Yes,Travel_Frequently,50+,Current Employees,Human Resources,Other,77549,Female,Human Resources,Single,Yes,4,57,No,1078,44,Master's Degree,5,84,3,2,1,18889,26240,3,11,3,3,80,1,19,3,37,7,14,3
Yes,Non-Travel,<20,Current Employees,Sales,Life Sciences,84150,Female,Healthcare Representative,Single,No,3,44,Yes,258,24,Bachelor's Degree,4,69,5,3,3,14366,25623,10,18,3,1,80,1,26,1,16,5,13,5
No,Travel_Rarely,50+,Ex-Employees,Research & Development,Life Sciences,16237,Male,Human Resources,Divorced,Yes,0,42,No,1008,1,Master's Degree,5,50,4,1,3,14739,13990,6,38,2,3,80,0,28,2,37,0,4,11
No,Travel_Frequently,40-50,Ex-Employees,Research & Development,Medical,10352,Male,Laboratory Technician,Divorced,No,1,48,No,123,34,Associates Degree,5,98,2,5,3,14035,16089,2,32,4,5,80,1,6,3,35,1,15,1
Yes,Travel_Frequently,40-50,Ex-Employees,Sales,Other,2226,Female,Research Scientist,Married,No,1,50,Yes,657,42,Doctoral Degree,3,39,4,3,3,16941,11244,4,18,4,1,80,2,18,1,20,11,14,9
Yes,Non-Travel,40-50,Current Employees,Human Resources,Life Sciences,24995,Male,Manager,Single,No,4,41,Yes,1283,43,Doctoral Degree,3,32,5,1,5,9321,23590,1,17,2,3,80,3,26,4,38,0,3,0
Yes,Travel_Rarely,50+,Ex-Employees,Human Resources,Life Sciences,94668,Male,Sales Representative,Married,No,4,51,Yes,1226,28,Associates Degree,2,45,5,5,5,10366,29184,8,19,1,4,80,3,8,2,34,3,6,20
No,Travel_Frequently,30-40,Ex-Employees,Sales,Technical Degree,70724,Male,Manager,Married,Yes,3,24,No,315,20,Associates Degree,2,42,5,3,4,17189,16280,8,25,4,4,80,0,25,5,21,8,15,18
Yes,Travel_Frequently,50+,Current Employees,Sales,Marketing,79401,Male,Sales Executive,Divorced,Yes,5,32,No,1132,13,Master's Degree,1,49,5,1,3,5729,27529,1,29,2,1,80,0,13,1,3,13,12,3
No,Travel_Rarely,30-40,Current Employees,Sales,Life Sciences,35630,Female,Research Scientist,Single,No,6,20,Yes,1245,33,Master's Degree,2,31,1,1,3,2805,13379,6,13,3,2,80,3,30,4,19,14,10,20
No,Travel_Rarely,30-40,Current Employees,Sales,Other,27681,Female,Human Resources,Single,Yes,3,28,Yes,837,3,Doctoral Degree,1,107,3,5,1,15939,17869,3,19,5,1,80,3,0,1,35,1,4,12
No,Travel_Rarely,20-30,Ex-Employees,Sales,Other,78675,Female,Laboratory Technician,Divorced,Yes,4,27,Yes,638,31,Doctoral Degree,2,36,5,1,3,10978,29412,2,34,3,4,80,0,5,2,3,7,6,15
No,Travel_Rarely,<20,Ex-Employees,Sales,Life Sciences,8517,Female,Human Resources,Single,No,0,39,Yes,553,47,Associates Degree,3,114,1,3,1,2335,20623,6,21,1,3,80,1,29,1,34,11,12,10
No,Travel_Rarely,<20,Current Employees,Sales,Life Sciences,20074,Male,Laboratory Technician,Married,Yes,2,31,Yes,913,48,Bachelor's Degree,1,69,3,1,2,17681,24414,8,29,3,2,80,2,23,5,11,17,9,7
Yes,Travel_Rarely,30-40,Current Employees,Sales,Technical Degree,48833,Male,Laboratory Technician,Single,No,4,20,No,1311,7,Bachelor's Degree,4,36,3,2,1,1144,17325,9,10,2,2,80,3,6,3,38,5,10,2
Yes,Travel_Frequently,<20,Current Employees,Human Resources,Life Sciences,50251,Male,Sales Executive,Single,Yes,0,34,No,952,25,Associates Degree,1,91,1,1,3,5175,20387,0,35,4,5,80,2,2,3,4,12,7,15
No,Travel_Rarely,40-50,Current Employees,Human Resources,Life Sciences,88359,Female,Manager,Single,Yes,3,20,Yes,1305,14,Associates Degree,4,82,2,2,4,5974,29101,9,20,1,4,80,1,19,4,17,1,6,10
Yes,Travel_Rarely,50+,Ex-Employees,Research & Development,Technical Degree,55802,Male,Healthcare Representative,Single,No,6,19,Yes,489,21,Master's Degree,1,62,4,3,5,11139,19322,7,29,5,1,80,0,30,4,28,10,11,0
Yes,Travel_Rarely,30-40,Current Employees,Research & Development,Marketing,53845,Female,Laboratory Technician,Single,No,4,43,No,628,37,Master's Degree,4,60,4,4,1,9310,10491,4,11,5,5,80,0,23,3,10,11,2,16
No,Travel_Rarely,30-40,Current Employees,Research & Development,Medical,52259,Male,Laboratory Technician,Married,Yes,2,36,No,742,27,Bachelor's Degree,1,100,1,5,2,5887,25142,1,32,4,2,80,1,14,5,24,1,9,14
Yes,Travel_Rarely,<20,Ex-Employees,Research & Development,Other,13446,Female,Laboratory Technician,Single,No,6,49,No,684,21,Bachelor's Degree,5,117,2,2,5,15877,13976,1,36,2,1,80,1,15,4,17,3,0,1
No,Travel_Frequently,30-40,Current Employees,Research & Development,Life Sciences,36933,Female,Healthcare Representative,Single,Yes,2,48,Yes,860,5,Associates Degree,5,90,5,4,3,13009,23935,3,38,4,5,80,0,40,2,4,10,6,13
Yes,Non-Travel,30-40,Ex-Employees,Sales,Life Sciences,14287,Male,Healthcare Representative,Married,Yes,1,35,Yes,1420,36,Bachelor's Degree,5,110,2,2,4,11929,24981,7,21,4,5,80,0,9,2,3,4,1,15
Yes,Travel_Rarely,20-30,Current Employees,Human Resources,Medical,48109,Male,Research Scientist,Divorced,Yes,0,54,No,1372,37,Master's Degree,2,67,2,4,4,11699,19655,5,38,4,5,80,3,32,5,39,14,1,4
Yes,Travel_Frequently,50+,Ex-Employees,Research & Development,Technical Degree,48752,Male,Research Scientist,Single,Yes,3,35,Yes,788,50,Associates Degree,2,100,5,1,3,2270,13829,3,19,2,4,80,2,29,3,9,19,14,20
Yes,Travel_Frequently,40-50,Ex-Employees,Sales,Other,62819,Male,Sales Executive,Single,No,3,58,Yes,1091,46,Associates Degree,1,79,5,5,5,15584,12763,5,37,1,5,80,3,2,5,3,12,6,17
No,Non-Travel,20-30,Ex-Employees,Human Resources,Medical,86870,Female,Laboratory Technician,Married,No,4,30,No,545,1,Master's Degree,3,107,5,5,1,8607,14545,2,20,1,3,80,2,38,5,11,17,15,18
Yes,Non-Travel,50+,Ex-Employees,Research & Development,Medical,84643,Male,Sales Representative,Married,Yes,6,48,No,247,12,Master's Degree,5,47,1,4,1,9179,21564,0,15,4,4,80,3,9,2,31,9,7,2
No,Travel_Frequently,20-30,Ex-Employees,Research & Development,Other,8351,Female,Sales Representative,Divorced,Yes,6,57,Yes,864,25,Associates Degree,1,80,5,1,5,4083,10567,6,15,5,2,80,1,19,2,12,19,7,3
No,Travel_Rarely,50+,Ex-Employees,Research & Development,Technical Degree,6221,Female,Manager,Married,No,0,54,No,888,3,Associates Degree,5,55,5,4,5,4578,23413,5,17,2,4,80,2,5,4,31,6,1,12
Yes,Travel_Frequently,40-50,Ex-Employees,Sales,Life Sciences,48742,Female,Healthcare Representative,Married,Yes,5,43,No,1378,9,Bachelor's Degree,3,91,2,4,1,13859,29039,10,26,2,3,80,2,18,2,3,10,0,8
No,Travel_Frequently,<20,Current Employees,Research & Development,Other,30647,Male,Laboratory Technician,Single,No,3,54,No,1183,24,Doctoral Degree,3,47,1,2,5,3498,27611,9,17,5,1,80,2,8,5,3,3,5,12
Yes,Travel_Rarely,40-50,Current Employees,Sales,Technical Degree,87708,Female,Sales Executive,Married,No,5,59,No,914,21,Associates Degree,1,96,3,3,5,15178,10862,7,20,3,2,80,3,35,2,34,7,9,20
